ASC_Name,Provider_ID,NPI,City,State,Zip_Code,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_8_Rate,ASC_8_Footnote,ASC_9_Rate,ASC_9_Footnote,ASC_10_Rate,ASC_10_Footnote,ASC_11_Rate,ASC_11_Footnote,ASC_12_Total_Cases,ASC_12_Performance_Category,ASC_12_RSHV_Rate,ASC_12_Interval_Lower_Limit,ASC_12_Interval_Upper_Limit,ASC_12_Footnote
CENTRAL VIRGINIA SURGICENTER DBA SURGICENTER OF CENTRAL VIRGINIA,49C0001009,1154323988,FREDERICKSBURG,VA,22401,0,,0.222,,0,,0.445,,80,,100,,100,,N/A,5,915,No Different than the National Rate,12.6,9.2,17.1,
BERKSHIRE EYE SURGERY CENTER LP,39C0001123,1154325686,WYOMISSING,PA,19610,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SCOTTSDALE SURGICAL PARTNERS LLC,03C0001285,1154326650,SCOTTSDALE,AZ,85260,0,,0,,0,,0.544,,54.21,,85.83,,49.53,,N/A,5,348,No Different than the National Rate,12,8.2,17.2,
LOS PALOS AMBULATORY ENDOSCOPY CENTER,05C0001397,1154328243,SALINAS,CA,93901,0,,0,,0,,0.678,,N/A,5,N/A,5,N/A,5,N/A,5,666,No Different than the National Rate,15.1,10.9,21.2,
THE PHYSICIANS ATLANTA SURGERY CENTER,11C0001184,1154352847,MARIETTA,GA,30060,0,,0,,0,,0,,83.33,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GULF SOUTH SURGERY CENTER LLC,25C0001001,1154360501,GULFPORT,MS,39501,0,,0.414,,0,,0,,61.64,,100,,100,,N/A,5,427,No Different than the National Rate,12.6,8.9,17.8,
SURGERY CENTER OF NORTH FLORIDA INC,10C0001257,1154366060,GAINESVILLE,FL,32605,N/A,5,N/A,5,N/A,5,N/A,5,73.08,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CHRISTUS SANTA ROSA PHYSICIANS AMBULATORY SURGERY CENTER IV,45C0001402,1154369114,SAN ANTONIO,TX,78258,0,,0,,0,,0,,81.12,,100,,100,,N/A,5,56,No Different than the National Rate,12.5,8.5,18.5,
MICHIGAN SURGICAL CENTER LLC,23C0001035,1154370146,EAST LANSING,MI,48823,0,,0,,0,,0,,73.2,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LOCKWOOD AMBULATORY SURGERY CENTER,21C0001189,1154385813,SILVER SPRING,MD,20901,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WARNER PARK SURGERY CENTER LLC,03C0001052,1154387710,CHANDLER,AZ,85225,0,,0,,0,,0,,88.6,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTH SURGERY CENTER LP,44C0001082,1154391340,MEMPHIS,TN,38128,0.693,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MAYO CLINIC ARIZONA,03C0001087,1154392231,SCOTTSDALE,AZ,85259,N/A,5,N/A,5,N/A,5,N/A,5,88.89,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ST LOUIS WOMENS SURGERY CENTER LLC,26C0001079,1154400471,BALLWIN,MO,63011,0,,0,,0,,0,,86.36,,79.59,,90.63,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
SURGICORE INC,14C0001143,1154412120,CHICAGO,IL,60617,0,,0,,0,,0,,90,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGICENTER LTD,36C0001022,1154412757,NEWARK,OH,43055,0,,0,,0,,0,,6.06,,N/A,5,N/A,5,98,,N/A,N/A,N/A,N/A,N/A,5
BRUNSWICK PAIN TREATMENT CENTER LLC,11C0001249,1154422541,BRUNSWICK,GA,31525,0,,0,,0,,0.528,,86.67,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SALISBURY URO SURGERY CENTER LLC,21C0001421,1154432300,SALISBURY,MD,21804,1.048,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGICAL SERVICES PC,44C0001033,1154433886,SWEETWATER,TN,37874,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
SEBASTOPOL ASC LP,55C0001098,1154440972,SEBASTOPOL,CA,95472,0,,0,,0,,0,,88.89,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GASTROENTEROLOGY ASSOCIATES PA,34C0001119,1154442630,HICKORY,NC,28601,0,,0,,0,,2.829,,59.41,,99.15,,86.13,,N/A,5,903,No Different than the National Rate,11.1,7.8,15.6,
AUGUSTA EYE SURGERY LLC,11C0001311,1154449643,AUGUSTA,GA,30907,0,,0,,0,,0,,42.86,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
VIRGINIA MASON MEDICAL CENTER,50C0001207,1154460525,LYNNWOOD,WA,98036,0,,0,,0,,0,,100,,94.69,,97.48,,N/A,5,225,No Different than the National Rate,12.1,8.3,17.7,
CREEKWOOD SURGERY CENTER LP,26C0001021,1154474583,KANSAS CITY,MO,64118,0,,0,,0,,0,,59.21,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY UROSURGICAL CENTER,21C0001082,1154476372,ROCKVILLE,MD,20850,0,,0,,0,,0,,73.08,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SPRING VALLEY SURGERY CENTER LLC,29C0001056,1154481984,LAS VEGAS,NV,89103,0.144,,0,,0,,0,,75,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SPRING VALLEY SURGERY CENTER LLC,29C0001079,1154481984,LAS VEGAS,NV,89103,0.144,,0,,0,,0,,75,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NOVOCURTROON PAIN MANAGEMENT LLC,03C0001331,1154483808,CHANDLER,AZ,85224,0,,0,,0,,0,,90,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTH JERSEY GASTROENTEROLOY AND ENDOSCOPY ASSOCIATES PA,31C0001119,1154490175,WAYNE,NJ,7470,N/A,5,N/A,5,N/A,5,N/A,5,93.1,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PANKRATZ EYE INSTITUTE LLC,15C0001097,1154497964,COLUMBUS,IN,47203,0,,0,,0,,0,,61.11,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TREASURE COAST SURGERY CENTER LLC,10C0001264,1154504728,STUART,FL,34994,0,,0,,0,,0,,71.7,,72.73,,93.94,,N/A,5,282,No Different than the National Rate,13.7,9.8,19.8,
KERRVILLE AMBULATORY SURGERY CENTER LLC,45C0001475,1154526044,KERRVILLE,TX,78028,0,,0,,0,,0,,66.67,,35.8,,46.51,,N/A,5,446,No Different than the National Rate,12,8.5,16.9,
COLLIER ENDOSCOPY AND SURGERY CENTER,10C0001352,1154538544,NAPLES,FL,34109,0,,0,,0,,0,,23.53,,90.09,,83.5,,N/A,5,223,No Different than the National Rate,12.6,8.9,18.3,
CABRILLO SURGERY CENTER,05C0001949,1154554160,SAN DIEGO,CA,92123,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GEORGIA RETINA SURGERY CENTER LLC,11C0001339,1154555472,ATLANTA,GA,30342,0,,401.33,23,0,,0,,81.25,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WOMENS SPECIALTY SURGERY CENTER OF DALLAS LLC,45C0001502,1154566578,DALLAS,TX,75231,0,,0,,0,,0,,95.45,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
UNITY SURGICAL CENTER LLC,15C0001108,1154590271,LAFAYETTE,IN,47905,0,,0,,0,,0,,87.97,,98.06,,100,,N/A,5,549,No Different than the National Rate,13.2,9.3,18.3,
RANCHO MIRAGE SURGERY CENTER LLC,05C0001874,1154593481,RANCHO MIRAGE,CA,92270,0,,0,,0,,1.284,,14.06,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SHORE SURGICAL PAVILION LLC,31C0001290,1154622579,LAKEWOOD,NJ,8701,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MARYLAND SPINE AND SPORTS SURGICENTER LLC,21C0001518,1154623452,CLARKSVILLE,MD,21029,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE AMBULATORY SURGERY CENTER AT ST MARY LLC,39C0001284,1154624526,LANGHORNE,PA,19047,0,,0,,0,,0,,85.71,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE AMBULATORY SURGERY CENTER AT ST MARY LLC,39C0001289,1154624526,LANGHORNE,PA,19047,0,,0,,0,,0,,97.2,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PAIN CENTERS OF WISCONSIN WEST BEND LLC,52C0001103,1154663904,WEST BEND,WI,53095,0,,0,,0,,0,,83.33,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CEDARS SINAI ENDOSCOPY,05C0002122,1154706018,BEVERLY HILLS,CA,90211,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,546,No Different than the National Rate,10.5,7.3,14.9,
BIOSPINE LLC,10C0001590,1154747566,TAMPA,FL,33607,0,,0,,0,,12.048,,67.74,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EAST VALLEY ENDOSCOPY LLC,03C0001260,1164414447,MESA,AZ,85206,0,,0.362,,0,,1.45,,88.46,,100,,100,,N/A,5,1708,No Different than the National Rate,12.5,9.7,16.4,
MONTGOMERY SURGERY CENTER LLC,39C0001118,1164419842,LANSDALE,PA,19446,0,,0,,0,,0.789,,96.15,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CHICO SURGERY CENTER LP,05C0001453,1164421004,CHICO,CA,95926,0,,0,,0,,0,,64.58,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTH DAKOTA SURGERY CENTER LLC,35C0001011,1164428272,GRAND FORKS,ND,58201,0,,0,,0,,0,,81.82,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CHRISTUS SANTA ROSA PHYSICIAN AMBULATORY SURGERY CENTER STONE OAK,45C0001440,1164448486,SAN ANTONIO,TX,78258,0,,0,,0,,0,,73.24,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SAINT FRANCIS SURGERY CENTER LLC,44C0001140,1164458634,MEMPHIS,TN,38119,0,,0.568,,0,,0,,89.47,,54.17,,21.88,,N/A,5,222,No Different than the National Rate,12.9,8.9,18.5,
BLAIR ENDOSCOPY CENTER LLC,39C0001207,1164458824,ALTOONA,PA,16602,0,,0,,0,,2.453,,77.14,,93.95,,75.3,,N/A,5,532,No Different than the National Rate,13.3,9.4,18.5,
BLUEGRASS ORTHOPAEDICS SURGICAL DIVISION LLC,18C0001046,1164460812,LEXINGTON,KY,40509,0,,0,,0,,0,,78.33,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SAME DAY SURGICARE OF NEW ENGLAND INC,22C0001003,1164469086,FALL RIVER,MA,2720,0,,0,,0,,0,,N/A,5,81.25,,78.13,,N/A,5,995,No Different than the National Rate,13.2,9.7,17.9,
TUPELO SURGERY CENTER LLC,25C0001040,1164472031,TUPELO,MS,38804,0,,0,,0,,0,,82.35,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OPHTHALMOLOGY CENTER OF BREVARD LP,10C0001045,1164473922,MELBOURNE,FL,32901,0,,0,,0,,0,,20,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMERICAN SURGERY CENTER OF SOUTH TEXAS NOVAMED,45C0001059,1164476933,SAN ANTONIO,TX,78229,0,,0,,0,,0,,66.67,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF LAWTON PROFESSIONAL LLC,37C0001015,1164478764,LAWTON,OK,73505,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
VICTORIA SURGERY CENTER,45C0001221,1164480992,VICTORIA,TX,77904,0,,0,,0,,0,,54.55,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
FORT SUTTER SURGERY CENTER,05C0001001,1164484572,SACRAMENTO,CA,95816,0,,0.303,,0,,0,,79.75,,89.98,,65.57,,N/A,5,642,No Different than the National Rate,14.2,10.3,19.6,
SAINT LUKES SURGICENTER LEES SUMMIT,26C0001095,1164486809,LEES SUMMIT,MO,64086,0,,0,,0,,0.917,,55.28,,89.17,,69.17,,N/A,5,564,No Different than the National Rate,13.7,9.7,19.5,
ENDOSCOPY CENTER OF NORTHEAST TENNESSEE PC,44C0001030,1164488219,JOHNSON CITY,TN,37604,0,,0,,0,,0,,86.67,,90.14,,93.47,,N/A,5,700,No Different than the National Rate,11.4,8.2,16,
NORTHWEST SURGICARE LTD,14C0001001,1164488714,ARLINGTON HEIGHTS,IL,60005,0,,0,,0.907,,0,,93.02,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE READING HOSPITAL SURGICENTER AT SPRING RIDGE LLC,39C0001176,1164490728,WYOMISSING,PA,19610,0,,0,,0,,0.734,,96.09,,98.41,,100,,N/A,5,82,No Different than the National Rate,12.3,8.4,18.4,
OUTPATIENT SURGERY CENTER OF ST AUGUSTINE LLC,10C0001462,1164491874,ST AUGUSTINE,FL,32086,0,,0,,0,,0,,71.43,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SARASOTA OPHTHALMOLOGY ASC LLC,10C0001215,1164495198,SARASOTA,FL,34233,0,,0,,0,,0,,66.67,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDO SURGI CENTER PA,31C0001068,1164513149,UNION,NJ,7083,0,,0,,0,,0,,81.82,,62.5,,100,,N/A,5,345,No Different than the National Rate,13.2,9.3,19.1,
HEALING ARTS DAY SURGERY,13C0001023,1164515276,NAMPA,ID,83686,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
ENDOSCOPIC AMBULATORY SPECIALTY CENTER OF BAY RIDGE INC,33C0001071,1164516084,BROOKLYN,NY,11209,0,,0,,0,,3.817,,100,,100,,100,,N/A,5,113,No Different than the National Rate,12.5,8.6,18.2,
NORTHWEST AMBULATORY SURGERY SERVICES LLC,50C0001189,1164527933,BELLINGHAM,WA,98226,0,,0,,0,,0,,80.19,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR DIGESTIVE CARE LLC,23C0001056,1164528527,YPSILANTI,MI,48197,0,,0.376,,0,,0,,69.23,,100,,100,,N/A,5,1648,No Different than the National Rate,12.7,9.5,16.9,
MISSION HILLS SURGICENTER LLC,05C0001767,1164534400,MISSION VIEJO,CA,92691,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SIXTY FOURTH STREET LLC,23C0001079,1164538286,BYRON CENTER,MI,49315,0,,0,,0,,2,,99.06,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HUNTERDON CENTER FOR SURGERY LLC,31C0001052,1164561064,FLEMINGTON,NJ,8822,0,,0,,0,,0.701,,94.35,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NAPERVILLE SURGICAL CENTRE LLC,14C0001060,1164584066,NAPERVILLE,IL,60540,0,,1.385,,0,,1.385,,89.19,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OUTPATIENT EYE SURGERY CENTER,19C0001028,1164597761,METAIRIE,LA,70006,0,,0,,0,,0,,52.78,,N/A,5,N/A,5,100,,N/A,N/A,N/A,N/A,N/A,5
COSMETIC PLASTIC SURGERY CENTER,21C0001227,1164601696,HAGERSTOWN,MD,21742,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CATARACT AND LASIK CENTER OF UTAH PC,46C0001005,1164613790,OREM,UT,84057,1.957,,1.957,,0,,0,,81.25,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AVENUES SURGICAL CENTER,46C0001003,1164647707,SALT LAKE CITY,UT,84103,0,,0,,0,,0,,83.1,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF MOUNT DORA LLC,10C0001537,1164656740,MOUNT DORA,FL,32757,0,,0,,0,,0,,9.09,,82.76,,27.08,,N/A,5,265,No Different than the National Rate,12.7,8.9,18.1,
GAINESVILLE PAIN SURGERY CENTER LLC,11C0001333,1164661831,GAINESVILLE,GA,30501,0.333,,0,,0,,0,,90.48,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SPACE COAST SURGERY CENTER LLLP,10C0001536,1164662912,MERRITT ISLAND,FL,32953,0,,0,,0,,0,,57.14,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BOX HILL SURGERY CENTER LLC,21C0001485,1164697009,ABINGDON,MD,21009,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BLUE WATER SURGERY CENTER,10C0001570,1164719209,PORT ST LUCIE,FL,34952,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
SURGICAL SPECIALTY CENTER OF WESTCHESTER LLC,33C0001122,1164723011,HARRISON,NY,10528,0,,0,,0,,0,,94.25,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORWALK SURGERY CENTER LLC,07C0001058,1164732426,NORWALK,CT,6851,0,,0,,0,,0,,88.71,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MIDSOUTH INTERVENTIONAL PAIN INSTITUTE LLC,44C0001176,1164734232,GERMANTOWN,TN,38138,0.99,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MARYLAND SPECIALTY SURGERY CENTER LLC,21C0001536,1164771762,LINTHICUM,MD,21090,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HUDSON VALLEY CENTER FOR DIGESTIVE HEALTH LLC,33C0001123,1164793725,CORTLANDT MANOR,NY,10567,0,,0,,0,,0,,100,,90.65,,14.2,,N/A,5,329,No Different than the National Rate,11.9,8.3,16.7,
SURGICARE GWINNETT,11C0001427,1164833398,LOGANVILLE,GA,30052,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
INTERVENTIONAL PAIN MANAGEMENT LLC,15C0001195,1164833687,HOBART,IN,46342,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SAN CARLOS AMBULATORY SURGERY CENTER,05C0002079,1164840088,SAN CARLOS,CA,94070,0,,0,,0,,0,,94.94,,100,,100,,N/A,5,231,No Different than the National Rate,13,8.9,19,
PBGS LLC,33C0001151,1164848453,BROOKLYN,NY,11201,N/A,5,N/A,5,N/A,5,N/A,5,67.24,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MINNEAPOLIS PAIN CENTERS LLC,24C0001045,1164852455,EDINA,MN,55435,0,,1.231,,0,,0.615,,52.63,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MINNEAPOLIS PAIN CENTERS LLC,24C0001065,1164852455,MAPLE GROVE,MN,55369,0,,1.231,,0,,0.615,,95,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EAGAN SURGERY CENTER,24C0001091,1164870895,EAGAN,MN,55121,0,,0,,0,,0,,98.58,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTRAL ARIZONA GI AND LIVER INSTITUTE,03C0001376,1164871075,GILBERT,AZ,85234,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
SMART PAIN SURGERY CENTER AT WHITE MARSH,21C0001588,1164877684,NOTTINGHAM,MD,21236,572.327,,7.874,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE DOCTORS CLINIC ASC THE FRANCISCAN MEDICAL GROUP,50C0001243,1164976478,SILVERDALE,WA,98383,0,,0,,0,,0.453,,90.32,,94.87,,86.01,,N/A,5,503,No Different than the National Rate,11.7,8.2,16.7,
WILSHIRE ENDOSCOPY CENTER LLC,05C0001576,1174073506,LOS ANGELES,CA,90010,N/A,5,N/A,5,N/A,5,N/A,5,69.23,,83.57,,52.54,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY CENTER OF TOPEKA LP,17C0001018,1174502272,TOPEKA,KS,66606,0,,0.8,,0,,0,,76.47,,100,,100,,N/A,5,606,No Different than the National Rate,12.3,8.7,17.3,
YANKTON MEDICAL CLINIC AMBULATORY SURGERY CENTER,43C0001006,1174502561,YANKTON,SD,57078,0,,1.49,,0,,0,,97.18,,87.26,,85.22,,N/A,5,183,No Different than the National Rate,14,9.6,20.4,
THE SURGICAL CENTER FOR EXCELLENCE LLLP,10C0001447,1174503080,PANAMA CITY,FL,32405,0,,0,,0,,0,,61.29,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AESTHETIC SURGERY CENTER OF EUGENE INC,38C0001052,1174520191,EUGENE,OR,97401,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTRAL WYOMING OUTPATIENT SURGERY CENTER LLC,53C0001011,1174520993,CASPER,WY,82601,0,,0,,0,,5.505,,84.03,,42.11,,72.73,,N/A,5,53,No Different than the National Rate,12,8.3,17.4,
OPHTHALMOLOGY SURGICAL CENTER INC,39C0001051,1174525521,HARRISBURG,PA,17104,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,97.78,,N/A,N/A,N/A,N/A,N/A,5
HANOVER SURGICENTER LLC,39C0001041,1174525661,HANOVER,PA,17331,0,,0,,0,,0,,78.05,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
RIVER OAKS ENDOSCOPY LLP,45C0001340,1174526990,CONROE,TX,77304,N/A,5,N/A,5,N/A,5,N/A,5,89.58,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LAKE MARY SURGERY CENTER LLC,10C0001429,1174530752,LAKE MARY,FL,32746,0,,0,,0,,0,,19.15,,74.32,,73.44,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
SPECIALTY SURGICAL CENTER LLC,05C0001421,1174538748,BEVERLY HILLS,CA,90211,0,,0,,0,,0,,48.42,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ROCKLAND SURGERY CENTER LP,08C0001026,1174540850,WILMINGTON,DE,19808,0,,0,,0,,0,,87.76,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGICAL CARE CENTER INC,15C0001011,1174568810,INDIANAPOLIS,IN,46256,0,,0,,0,,0,,76.74,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DCR SURGERY CENTER LLC,36C0001184,1174571970,DAYTON,OH,45459,0,,0,,0,,0,,N/A,5,75,,75,,N/A,5,73,No Different than the National Rate,13.4,9.2,20.1,
NORTH COAST SURGERY CENTER LLC,36C0001214,1174572606,ELYRIA,OH,44035,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
REGIONAL UROLOGY LLC,19C0001073,1174575591,SHREVEPORT,LA,71106,N/A,5,N/A,5,N/A,5,N/A,5,78.69,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BELLEAIR SURGERY CENTER LTD,10C0001006,1174586606,CLEARWATER,FL,33756,0,,0,,0,,0,,90.63,,77.42,,61.9,,N/A,5,37,No Different than the National Rate,12.5,8.4,18.6,
ST MARKS AMBULATORY SURGERY ASSOCIATES LP,46C0001012,1174587984,SALT LAKE CITY,UT,84124,0,,0,,0,,0,,98.31,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CHARLESTON SURGERY CENTER LIMITED PARTNERSHIP,42C0001011,1174588206,NORTH CHARLESTON,SC,29406,0,,0,,0,,1.211,,71.61,,96.74,,85.56,,N/A,5,486,No Different than the National Rate,11.4,8.1,16.1,
HARMONY SURGERY CENTER LLC,06C0001061,1174590434,FORT COLLINS,CO,80528,0,,0,,0,,0.461,,98.93,,100,,98.96,,N/A,5,1401,No Different than the National Rate,12.9,9.5,17.3,
BASCOM SURGERY CENTER,05C0001538,1174591143,CAMPBELL,CA,95008,0,,0,,0,,3.636,,82.35,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AUDUBON AMBULATORY SURGERY CENTER LLC,06C0001057,1174592844,COLORADO SPRINGS,CO,80909,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,N/A,N/A,N/A,N/A,5
AUDUBON AMBULATORY SURGERY CENTER LLC,06C0001131,1174592844,COLORADO SPRINGS,CO,80909,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,N/A,N/A,N/A,N/A,5
PROCEDURE CENTER OF SOUTH SACRAMENTO INC,05C0001604,1174597819,SACRAMENTO,CA,95823,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,197,No Different than the National Rate,13.2,9.1,18.5,
BEL CLAIR AMBULATORY SURGICAL TREATMENT CENTER LTD,14C0001065,1174601223,BELLEVILLE,IL,62220,0,,0,,0,,0,,100,,100,,100,,N/A,5,285,No Different than the National Rate,12.9,8.9,18.7,
SOUTHWEST MEDICAL ASSOCIATES INC,29C0001000,1174607303,LAS VEGAS,NV,89102,0,,0,,0,,0,,44.89,,89.58,,94.79,,N/A,5,71,No Different than the National Rate,11.9,8.2,17.2,
CENTRAL INDIANA SURGERY CENTER,15C0001055,1174615702,INDIANAPOLIS,IN,46260,0,,0,,0,,0,,96.3,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
